SS-1 Robot Pose 
ID   x        y      
1922  21.4733  12.4413 
1923  21.4729  12.4842 
1924  21.4725  12.5285 
1925  21.4720  12.5736 
1926  21.4716  12.6176 
1927  21.4712  12.6608 
1928  21.4708  12.7049 
1929  21.4703  12.7492 
1930  21.4699  12.7933 
1931  21.4695  12.8377 
1932  21.4691  12.8817 
1933  21.4687  12.9257 
1934  21.4683  12.9697 
1935  21.4679  13.0134 
1936  21.4675  13.0575 
1937  21.4671  13.1002 
1938  21.4667  13.1445 
1939  21.4663  13.1883 
1940  21.4658  13.2328 
1941  21.4655  13.2770 
1942  21.4651  13.3194 
1943  21.4647  13.3641 
1944  21.4643  13.4080 
1945  21.4639  13.4506 
1946  21.4635  13.4951 
1947  21.4631  13.5409 
1948  21.4627  13.5855 
1949  21.4624  13.6289 
1950  21.4620  13.6729 
1951  21.4616  13.7163 
1952  21.4613  13.7591 
1953  21.4609  13.8041 
1954  21.4605  13.8491 
1955  21.4602  13.8932 
1956  21.4598  13.9370 
1957  21.4594  13.9810 
1958  21.4591  14.0247 
1959  21.4587  14.0688 
1960  21.4583  14.1121 
1961  21.4580  14.1563 
1962  21.4576  14.2006 
1963  21.4573  14.2436 
1964  21.4569  14.2881 
1965  21.4565  14.3317 
1966  21.4562  14.3761 
1967  21.4558  14.4193 
1968  21.4554  14.4638 
1969  21.4551  14.5069 
1970  21.4547  14.5507 
1971  21.4543  14.5954 
1972  21.4540  14.6395 
1973  21.4536  14.6834 
1974  21.4532  14.7267 
1975  21.4529  14.7710 
1976  21.4525  14.8141 
1977  21.4521  14.8586 
1978  21.4517  14.9022 
1979  21.4513  14.9463 
1980  21.4509  14.9901 
1981  21.4505  15.0340 
1982  21.4501  15.0775 
1983  21.4497  15.1202 
1984  21.4493  15.1651 
1985  21.4489  15.2080 
1986  21.4485  15.2527 
1987  21.4480  15.2957 
1988  21.4476  15.3401 
1989  21.4471  15.3841 
1990  21.4467  15.4275 
1991  21.4462  15.4709 
1992  21.4457  15.5152 
1993  21.4452  15.5590 
1994  21.4446  15.6027 
1995  21.4441  15.6463 
1996  21.4435  15.6901 
1997  21.4429  15.7334 
1998  21.4422  15.7774 
1999  21.4414  15.8210 
2000  21.4406  15.8646 
2001  21.4395  15.9078 
2002  21.4379  15.9510 
2003  21.4356  15.9934 
2004  21.4331  16.0360 
2005  21.4305  16.0783 
2006  21.4275  16.1205 
2007  21.4243  16.1625 
2008  21.4208  16.2046 
2009  21.4169  16.2465 
2010  21.4127  16.2883 
2011  21.4082  16.3298 
2012  21.4033  16.3714 
2013  21.3979  16.4125 
2014  21.3923  16.4531 
2015  21.3861  16.4942 
2016  21.3795  16.5344 
2017  21.3724  16.5744 
2018  21.3646  16.6149 
2019  21.3563  16.6545 
2020  21.3475  16.6937 
2021  21.3381  16.7323 
2022  21.3280  16.7710 
2023  21.3173  16.8090 
2024  21.3060  16.8462 
2025  21.2937  16.8838 
2026  21.2808  16.9205 
2027  21.2672  16.9566 
2028  21.2528  16.9919 
2029  21.2374  17.0273 
2030  21.2215  17.0614 
2031  21.2043  17.0955 
2032  21.1866  17.1284 
2033  21.1673  17.1617 
2034  21.1473  17.1938 
2035  21.1265  17.2250 
2036  21.1049  17.2552 
2037  21.0819  17.2853 
2038  21.0585  17.3142 
2039  21.0329  17.3437 
2040  21.0073  17.3717 
2041  20.9812  17.3987 
2042  20.9544  17.4249 
2043  20.9254  17.4518 
2044  20.8969  17.4770 
2045  20.8682  17.5011 
2046  20.8374  17.5257 
2047  20.8058  17.5497 
2048  20.7746  17.5724 
2049  20.7416  17.5953 
2050  20.7089  17.6170 
2051  20.6752  17.6384 
2052  20.6419  17.6586 
2053  20.6077  17.6784 
2054  20.5716  17.6985 
2055  20.5363  17.7172 
2056  20.4992  17.7361 
2057  20.4627  17.7539 
2058  20.4258  17.7711 
2059  20.3888  17.7877 
2060  20.3520  17.8035 
2061  20.3129  17.8195 
2062  20.2739  17.8349 
2063  20.2357  17.8493 
2064  20.1968  17.8634 
2065  20.1564  17.8775 
2066  20.1170  17.8907 
2067  20.0781  17.9033 
2068  20.0379  17.9157 
2069  19.9965  17.9281 
2070  19.9563  17.9398 
2071  19.9140  17.9516 
2072  19.8727  17.9626 
2073  19.8316  17.9734 
2074  19.7911  17.9836 
2075  19.7494  17.9939 
2076  19.7060  18.0042 
2077  19.6642  18.0139 
2078  19.6221  18.0235 
2079  19.5795  18.0329 
2080  19.5372  18.0421 
2081  19.4948  18.0512 
2082  19.4523  18.0601 
2083  19.4101  18.0688 
2084  19.3676  18.0775 
2085  19.3247  18.0861 
2086  19.2822  18.0945 
2087  19.2389  18.1029 
2088  19.1959  18.1112 
2089  19.1531  18.1193 
2090  19.1105  18.1272 
2091  19.0675  18.1351 
2092  19.0243  18.1430 
2093  18.9813  18.1507 
2094  18.9381  18.1584 
2095  18.8950  18.1659 
2096  18.8525  18.1733 
2097  18.8106  18.1806 
2098  18.7670  18.1880 
2099  18.7225  18.1955 
2100  18.6797  18.2027 
2101  18.6362  18.2099 
2102  18.5927  18.2171 
2103  18.5493  18.2242 
2104  18.5062  18.2312 
2105  18.4638  18.2382 
2106  18.4207  18.2451 
2107  18.3763  18.2523 
2108  18.3328  18.2592 
2109  18.2899  18.2660 
2110  18.2460  18.2729 
2111  18.2026  18.2797 
2112  18.1591  18.2865 
2113  18.1155  18.2933 
2114  18.0721  18.3001 
2115  18.0287  18.3068 
2116  17.9856  18.3134 
2117  17.9437  18.3198 
2118  17.9001  18.3264 
2119  17.8555  18.3331 
2120  17.8117  18.3396 
2121  17.7704  18.3457 
2122  17.7268  18.3521 
2123  17.6819  18.3587 
2124  17.6388  18.3650 
2125  17.5949  18.3713 
2126  17.5514  18.3776 
2127  17.5079  18.3838 
2128  17.4644  18.3900 
2129  17.4211  18.3962 
2130  17.3776  18.4023 
2131  17.3343  18.4084 
2132  17.2916  18.4144 
2133  17.2476  18.4206 
2134  17.2043  18.4266 
2135  17.1607  18.4326 
2136  17.1172  18.4384 
2137  17.0744  18.4441 
2138  17.0306  18.4499 
2139  16.9871  18.4555 
2140  16.9440  18.4611 
2141  16.9005  18.4667 
2142  16.8571  18.4721 
2143  16.8143  18.4775 
2144  16.7707  18.4829 
2145  16.7280  18.4881 
2146  16.6858  18.4932 
2147  16.6414  18.4984 
2148  16.5978  18.5035 
2149  16.5549  18.5084 
2150  16.5115  18.5133 
2151  16.4687  18.5180 
2152  16.4261  18.5226 
2153  16.3823  18.5272 
2154  16.3399  18.5315 
2155  16.2964  18.5357 
2156  16.2535  18.5397 
2157  16.2110  18.5433 
2158  16.1689  18.5466 
2159  16.1260  18.5497 
2160  16.0840  18.5524 
2161  16.0422  18.5547 
2162  16.0007  18.5566 
2163  15.9596  18.5580 
2164  15.9188  18.5589 
2165  15.8784  18.5594 
2166  15.8384  18.5593 
2167  15.7988  18.5587 
2168  15.7600  18.5574 
2169  15.7211  18.5556 
2170  15.6831  18.5532 
2171  15.6481  18.5505 
2172  15.6125  18.5471 
2173  15.5760  18.5430 
2174  15.5405  18.5382 
2175  15.5054  18.5328 
2176  15.4711  18.5268 
2177  15.4374  18.5202 
2178  15.4043  18.5130 
2179  15.3709  18.5048 
2180  15.3386  18.4960 
2181  15.3083  18.4873 
2182  15.2797  18.4786 
2183  15.2521  18.4694 
2184  15.2257  18.4601 
2185  15.2009  18.4505 
2186  15.1770  18.4407 
2187  15.1549  18.4307 
2188  15.1342  18.4206 
2189  15.1151  18.4104 
2190  15.0976  18.4001 
2191  15.0818  18.3896 
2192  15.0678  18.3791 
2193  15.0563  18.3705 
2194  15.0458  18.3598 
2195  15.0371  18.3472 
2196  15.0304  18.3325 
2197  15.0263  18.3171 
2198  15.0247  18.3010 
2199  15.0259  18.2861 
2200  15.0295  18.2739 
2201  15.0351  18.2618 
2202  15.0428  18.2495 
2203  15.0522  18.2374 
2204  15.0634  18.2252 
2205  15.0767  18.2124 
2206  15.0916  18.1995 
2207  15.1077  18.1866 
2208  15.1253  18.1745 
2209  15.1450  18.1609 
2210  15.1660  18.1474 
2211  15.1888  18.1337 
2212  15.2128  18.1205 
2213  15.2388  18.1069 
2214  15.2659  18.0937 
2215  15.2942  18.0807 
2216  15.3239  18.0679 
2217  15.3562  18.0548 
2218  15.3890  18.0425 
2219  15.4205  18.0318 
2220  15.4543  18.0213 
2221  15.4887  18.0115 
2222  15.5230  18.0027 
2223  15.5579  17.9945 
2224  15.5926  17.9873 
2225  15.6292  17.9803 
2226  15.6662  17.9740 
2227  15.7048  17.9682 
2228  15.7431  17.9632 
2229  15.7824  17.9586 
2230  15.8213  17.9548 
2231  15.8623  17.9514 
2232  15.9038  17.9485 
2233  15.9449  17.9461 
2234  15.9858  17.9443 
2235  16.0273  17.9429 
2236  16.0702  17.9418 
2237  16.1124  17.9413 
2238  16.1548  17.9410 
2239  16.1971  17.9410 
2240  16.2411  17.9413 
2241  16.2844  17.9419 
2242  16.3275  17.9428 
2243  16.3713  17.9438 
2244  16.4137  17.9449 
2245  16.4567  17.9462 
2246  16.4998  17.9476 
2247  16.5422  17.9490 
2248  16.5876  17.9507 
2249  16.6313  17.9524 
2250  16.6738  17.9541 
2251  16.7158  17.9559 
2252  16.7595  17.9579 
2253  16.8048  17.9601 
2254  16.8489  17.9624 
2255  16.8914  17.9646 
2256  16.9348  17.9670 
2257  16.9785  17.9694 
2258  17.0220  17.9719 
2259  17.0664  17.9746 
2260  17.1098  17.9773 
2261  17.1534  17.9800 
2262  17.1971  17.9828 
2263  17.2407  17.9857 
2264  17.2843  17.9887 
2265  17.3263  17.9916 
2266  17.3694  17.9947 
2267  17.4127  17.9978 
2268  17.4569  18.0010 
2269  17.5019  18.0043 
2270  17.5434  18.0074 
2271  17.5875  18.0108 
2272  17.6322  18.0143 
2273  17.6759  18.0178 
2274  17.7188  18.0213 
2275  17.7626  18.0248 
2276  17.8057  18.0284 
2277  17.8497  18.0320 
2278  17.8922  18.0356 
2279  17.9363  18.0394 
2280  17.9808  18.0433 
2281  18.0241  18.0472 
2282  18.0677  18.0511 
2283  18.1113  18.0551 
2284  18.1539  18.0590 
2285  18.1979  18.0631 
2286  18.2418  18.0673 
2287  18.2846  18.0714 
2288  18.3284  18.0756 
2289  18.3716  18.0799 
2290  18.4154  18.0843 
2291  18.4588  18.0886 
2292  18.5014  18.0929 
2293  18.5450  18.0973 
2294  18.5891  18.1018 
2295  18.6327  18.1065 
2296  18.6761  18.1112 
2297  18.7195  18.1160 
2298  18.7615  18.1206 
2299  18.8057  18.1256 
2300  18.8496  18.1306 
2301  18.8927  18.1356 
2302  18.9362  18.1406 
2303  18.9795  18.1458 
2304  19.0228  18.1512 
2305  19.0661  18.1566 
2306  19.1094  18.1622 
2307  19.1526  18.1678 
2308  19.1959  18.1735 
2309  19.2390  18.1793 
2310  19.2823  18.1853 
2311  19.3255  18.1915 
2312  19.3683  18.1976 
2313  19.4117  18.2040 
2314  19.4549  18.2105 
2315  19.4980  18.2171 
2316  19.5411  18.2239 
2317  19.5833  18.2307 
2318  19.6270  18.2379 
2319  19.6702  18.2451 
2320  19.7126  18.2524 
2321  19.7561  18.2601 
2322  19.7983  18.2677 
2323  19.8419  18.2757 
2324  19.8839  18.2837 
2325  19.9272  18.2920 
2326  19.9699  18.3005 
2327  20.0122  18.3091 
2328  20.0556  18.3181 
2329  20.0985  18.3273 
2330  20.1409  18.3365 
2331  20.1836  18.3461 
2332  20.2259  18.3559 
2333  20.2684  18.3658 
2334  20.3104  18.3760 
2335  20.3520  18.3863 
2336  20.3940  18.3971 
2337  20.4353  18.4080 
2338  20.4764  18.4192 
2339  20.5174  18.4306 
2340  20.5585  18.4423 
2341  20.5994  18.4543 
2342  20.6401  18.4667 
2343  20.6807  18.4793 
2344  20.7209  18.4923 
2345  20.7613  18.5057 
2346  20.8010  18.5194 
2347  20.8406  18.5335 
2348  20.8802  18.5482 
2349  20.9195  18.5633 
2350  20.9582  18.5787 
2351  20.9964  18.5946 
2352  21.0349  18.6112 
2353  21.0727  18.6281 
2354  21.1100  18.6455 
2355  21.1470  18.6635 
2356  21.1830  18.6818 
2357  21.2196  18.7011 
2358  21.2552  18.7207 
2359  21.2900  18.7408 
2360  21.3250  18.7619 
2361  21.3587  18.7830 
2362  21.3928  18.8055 
2363  21.4259  18.8283 
2364  21.4583  18.8515 
2365  21.4903  18.8756 
2366  21.5215  18.9001 
2367  21.5516  18.9247 
2368  21.5818  18.9506 
2369  21.6108  18.9765 
2370  21.6401  19.0039 
2371  21.6684  19.0317 
2372  21.6956  19.0595 
2373  21.7219  19.0877 
2374  21.7481  19.1171 
2375  21.7728  19.1462 
2376  21.7974  19.1765 
2377  21.8212  19.2074 
2378  21.8437  19.2383 
2379  21.8658  19.2701 
2380  21.8867  19.3019 
2381  21.9071  19.3349 
2382  21.9263  19.3678 
2383  21.9448  19.4015 
2384  21.9621  19.4352 
2385  21.9790  19.4704 
2386  21.9946  19.5054 
2387  22.0092  19.5408 
2388  22.0229  19.5766 
2389  22.0356  19.6126 
2390  22.0474  19.6493 
2391  22.0582  19.6859 
2392  22.0681  19.7235 
2393  22.0770  19.7609 
2394  22.0848  19.7983 
2395  22.0917  19.8359 
2396  22.0977  19.8745 
2397  22.1026  19.9127 
2398  22.1065  19.9508 
2399  22.1094  19.9888 
2400  22.1113  20.0263 
2401  22.1122  20.0645 
2402  22.1121  20.1042 
2403  22.1109  20.1426 
2404  22.1088  20.1801 
2405  22.1057  20.2179 
2406  22.1014  20.2567 
2407  22.0962  20.2945 
2408  22.0896  20.3342 
2409  22.0821  20.3727 
2410  22.0737  20.4107 
2411  22.0643  20.4484 
2412  22.0537  20.4859 
2413  22.0423  20.5230 
2414  22.0299  20.5598 
2415  22.0169  20.5954 
2416  22.0027  20.6314 
2417  21.9870  20.6686 
2418  21.9709  20.7041 
2419  21.9543  20.7385 
2420  21.9363  20.7736 
2421  21.9173  20.8086 
2422  21.8977  20.8427 
2423  21.8770  20.8768 
2424  21.8557  20.9101 
2425  21.8334  20.9432 
2426  21.8104  20.9756 
2427  21.7868  21.0074 
2428  21.7623  21.0388 
2429  21.7371  21.0695 
2430  21.7111  21.0998 
2431  21.6856  21.1282 
2432  21.6587  21.1568 
2433  21.6295  21.1866 
2434  21.6007  21.2145 
2435  21.5724  21.2409 
2436  21.5418  21.2683 
2437  21.5102  21.2953 
2438  21.4793  21.3206 
2439  21.4486  21.3449 
2440  21.4156  21.3699 
2441  21.3818  21.3945 
2442  21.3486  21.4178 
2443  21.3146  21.4408 
2444  21.2800  21.4632 
2445  21.2452  21.4850 
2446  21.2105  21.5059 
2447  21.1744  21.5268 
2448  21.1383  21.5470 
2449  21.1015  21.5668 
2450  21.0646  21.5860 
2451  21.0283  21.6042 
2452  20.9901  21.6227 
2453  20.9516  21.6406 
2454  20.9134  21.6577 
2455  20.8750  21.6744 
2456  20.8373  21.6901 
2457  20.7976  21.7061 
2458  20.7580  21.7214 
2459  20.7189  21.7361 
2460  20.6800  21.7502 
2461  20.6396  21.7643 
2462  20.5988  21.7781 
2463  20.5588  21.7911 
2464  20.5180  21.8040 
2465  20.4775  21.8164 
2466  20.4363  21.8286 
2467  20.3955  21.8403 
2468  20.3540  21.8518 
2469  20.3126  21.8631 
2470  20.2714  21.8738 
2471  20.2295  21.8845 
2472  20.1877  21.8949 
2473  20.1458  21.9050 
2474  20.1043  21.9149 
2475  20.0619  21.9247 
2476  20.0201  21.9341 
2477  19.9775  21.9436 
2478  19.9362  21.9525 
2479  19.8931  21.9617 
2480  19.8514  21.9705 
2481  19.8082  21.9794 
2482  19.7654  21.9881 
2483  19.7229  21.9966 
2484  19.6803  22.0050 
2485  19.6377  22.0133 
2486  19.5949  22.0215 
2487  19.5523  22.0296 
2488  19.5094  22.0376 
2489  19.4667  22.0455 
2490  19.4237  22.0534 
2491  19.3809  22.0613 
2492  19.3380  22.0691 
2493  19.2952  22.0769 
2494  19.2524  22.0847 
2495  19.2102  22.0924 
2496  19.1670  22.1002 
2497  19.1239  22.1080 
2498  19.0810  22.1158 
2499  19.0384  22.1235 
2500  18.9955  22.1313 
2501  18.9528  22.1390 
2502  18.9096  22.1468 
2503  18.8668  22.1546 
2504  18.8239  22.1623 
2505  18.7811  22.1701 
2506  18.7383  22.1778 
2507  18.6953  22.1855 
2508  18.6524  22.1933 
2509  18.6095  22.2010 
2510  18.5666  22.2087 
2511  18.5237  22.2165 
2512  18.4807  22.2242 
2513  18.4377  22.2320 
2514  18.3947  22.2397 
2515  18.3518  22.2474 
2516  18.3088  22.2551 
2517  18.2661  22.2628 
2518  18.2228  22.2706 
2519  18.1800  22.2783 
2520  18.1368  22.2861 
2521  18.0938  22.2938 
2522  18.0513  22.3014 
2523  18.0077  22.3092 
2524  17.9650  22.3169 
2525  17.9216  22.3247 
2526  17.8785  22.3324 
2527  17.8356  22.3401 
2528  17.7923  22.3479 
2529  17.7493  22.3556 
2530  17.7065  22.3633 
2531  17.6645  22.3708 
2532  17.6202  22.3787 
2533  17.5771  22.3864 
2534  17.5344  22.3941 
2535  17.4911  22.4018 
2536  17.4485  22.4094 
2537  17.4052  22.4171 
2538  17.3630  22.4247 
2539  17.3192  22.4325 
2540  17.2762  22.4401 
2541  17.2335  22.4477 
2542  17.1914  22.4552 
2543  17.1477  22.4628 
2544  17.1054  22.4699 
2545  17.0619  22.4769 
2546  17.0192  22.4838 
2547  16.9763  22.4906 
2548  16.9340  22.4972 
2549  16.8919  22.5037 
2550  16.8481  22.5103 
2551  16.8055  22.5164 
2552  16.7631  22.5221 
2553  16.7208  22.5276 
2554  16.6782  22.5328 
2555  16.6369  22.5373 
2556  16.5954  22.5415 
2557  16.5519  22.5453 
2558  16.5098  22.5484 
2559  16.4691  22.5508 
2560  16.4295  22.5527 
2561  16.3897  22.5538 
2562  16.3510  22.5543 
2563  16.3115  22.5539 
2564  16.2738  22.5527 
2565  16.2358  22.5507 
2566  16.1991  22.5478 
2567  16.1631  22.5440 
2568  16.1278  22.5392 
2569  16.0933  22.5335 
2570  16.0596  22.5268 
2571  16.0272  22.5193 
2572  15.9954  22.5107 
2573  15.9633  22.5008 
2574  15.9324  22.4901 
2575  15.9014  22.4781 
2576  15.8721  22.4656 
2577  15.8463  22.4535 
2578  15.8218  22.4410 
2579  15.7966  22.4270 
2580  15.7739  22.4134 
2581  15.7525  22.3995 
2582  15.7324  22.3854 
2583  15.7139  22.3712 
2584  15.6967  22.3569 
2585  15.6813  22.3427 
2586  15.6674  22.3285 
2587  15.6554  22.3149 
2588  15.6448  22.3012 
2589  15.6355  22.2869 
2590  15.6282  22.2728 
2591  15.6229  22.2591 
2592  15.6196  22.2456 
2593  15.6182  22.2324 
2594  15.6190  22.2171 
2595  15.6222  22.2007 
2596  15.6278  22.1862 
2597  15.6354  22.1732 
2598  15.6449  22.1610 
2599  15.6561  22.1491 
2600  15.6691  22.1373 
2601  15.6837  22.1257 
2602  15.7000  22.1143 
2603  15.7180  22.1028 
2604  15.7372  22.0917 
2605  15.7584  22.0805 
2606  15.7809  22.0695 
2607  15.8040  22.0591 
2608  15.8294  22.0484 
2609  15.8571  22.0378 
2610  15.8854  22.0277 
2611  15.9140  22.0186 
2612  15.9445  22.0097 
2613  15.9763  22.0010 
2614  16.0082  21.9932 
2615  16.0422  21.9857 
2616  16.0763  21.9792 
2617  16.1112  21.9734 
2618  16.1466  21.9684 
2619  16.1826  21.9642 
2620  16.2193  21.9608 
2621  16.2555  21.9582 
2622  16.2934  21.9563 
2623  16.3323  21.9551 
2624  16.3709  21.9546 
2625  16.4104  21.9548 
2626  16.4499  21.9556 
2627  16.4890  21.9570 
2628  16.5305  21.9591 
2629  16.5718  21.9617 
2630  16.6124  21.9647 
2631  16.6541  21.9683 
2632  16.6964  21.9723 
2633  16.7386  21.9767 
2634  16.7810  21.9815 
2635  16.8236  21.9865 
2636  16.8658  21.9918 
2637  16.9089  21.9975 
2638  16.9518  22.0033 
2639  16.9939  22.0092 
2640  17.0359  22.0151 
2641  17.0803  22.0215 
2642  17.1235  22.0277 
2643  17.1665  22.0341 
2644  17.2089  22.0404 
2645  17.2524  22.0469 
2646  17.2955  22.0534 
2647  17.3385  22.0599 
2648  17.3810  22.0663 
2649  17.4245  22.0730 
2650  17.4672  22.0796 
2651  17.5106  22.0862 
2652  17.5532  22.0929 
2653  17.5967  22.0997 
2654  17.6395  22.1064 
2655  17.6828  22.1133 
2656  17.7258  22.1201 
2657  17.7690  22.1270 
2658  17.8118  22.1338 
2659  17.8551  22.1407 
2660  17.8979  22.1476 
2661  17.9411  22.1545 
2662  17.9842  22.1614 
2663  18.0270  22.1683 
2664  18.0703  22.1752 
2665  18.1132  22.1821 
2666  18.1559  22.1890 
2667  18.1992  22.1959 
2668  18.2424  22.2029 
2669  18.2852  22.2098 
2670  18.3284  22.2168 
2671  18.3714  22.2237 
2672  18.4144  22.2307 
2673  18.4575  22.2376 
2674  18.5005  22.2446 
2675  18.5435  22.2516 
2676  18.5864  22.2585 
2677  18.6295  22.2656 
2678  18.6724  22.2725 
2679  18.7157  22.2796 
2680  18.7585  22.2865 
2681  18.8019  22.2936 
2682  18.8447  22.3006 
2683  18.8882  22.3077 
2684  18.9310  22.3147 
2685  18.9742  22.3218 
2686  19.0170  22.3288 
2687  19.0605  22.3359 
2688  19.1030  22.3429 
2689  19.1471  22.3502 
2690  19.1902  22.3573 
2691  19.2334  22.3644 
2692  19.2766  22.3715 
2693  19.3197  22.3786 
2694  19.3624  22.3857 
2695  19.4060  22.3929 
2696  19.4487  22.4001 
2697  19.4924  22.4073 
2698  19.5355  22.4145 
2699  19.5784  22.4217 
2700  19.6217  22.4290 
2701  19.6645  22.4362 
2702  19.7066  22.4433 
2703  19.7504  22.4507 
2704  19.7930  22.4580 
2705  19.8368  22.4655 
2706  19.8793  22.4729 
2707  19.9210  22.4803 
2708  19.9644  22.4883 
2709  20.0063  22.4962 
2710  20.0503  22.5046 
2711  20.0936  22.5129 
2712  20.1358  22.5211 
2713  20.1768  22.5293 
2714  20.2208  22.5383 
2715  20.2642  22.5473 
2716  20.3067  22.5565 
2717  20.3491  22.5658 
2718  20.3914  22.5754 
2719  20.4334  22.5854 
2720  20.4746  22.5956 
2721  20.5153  22.6061 
2722  20.5565  22.6172 
2723  20.5971  22.6286 
2724  20.6374  22.6404 
2725  20.6769  22.6524 
2726  20.7158  22.6648 
2727  20.7563  22.6783 
2728  20.7958  22.6921 
2729  20.8339  22.7061 
2730  20.8717  22.7206 
2731  20.9108  22.7364 
2732  20.9489  22.7525 
2733  20.9860  22.7690 
2734  21.0237  22.7866 
2735  21.0603  22.8046 
2736  21.0964  22.8232 
2737  21.1321  22.8424 
2738  21.1676  22.8625 
2739  21.2023  22.8831 
2740  21.2367  22.9043 
2741  21.2709  22.9264 
2742  21.3040  22.9486 
2743  21.3361  22.9711 
2744  21.3688  22.9950 
2745  21.4020  23.0203 
2746  21.4336  23.0453 
2747  21.4642  23.0706 
2748  21.4946  23.0967 
2749  21.5244  23.1234 
2750  21.5537  23.1507 
2751  21.5830  23.1791 
2752  21.6111  23.2076 
2753  21.6388  23.2366 
2754  21.6660  23.2665 
2755  21.6925  23.2967 
2756  21.7182  23.3272 
2757  21.7434  23.3586 
2758  21.7679  23.3904 
2759  21.7918  23.4228 
2760  21.8151  23.4557 
2761  21.8371  23.4882 
2762  21.8591  23.5222 
2763  21.8804  23.5567 
2764  21.9009  23.5916 
2765  21.9206  23.6267 
2766  21.9396  23.6624 
2767  21.9579  23.6987 
2768  21.9753  23.7349 
2769  21.9919  23.7715 
2770  22.0076  23.8084 
2771  22.0226  23.8456 
2772  22.0363  23.8822 
2773  22.0497  23.9201 
2774  22.0622  23.9586 
2775  22.0737  23.9964 
2776  22.0843  24.0348 
2777  22.0939  24.0727 
2778  22.1027  24.1109 
2779  22.1107  24.1503 
2780  22.1177  24.1894 
2781  22.1236  24.2275 
2782  22.1287  24.2668 
2783  22.1328  24.3057 
2784  22.1359  24.3433 
2785  22.1381  24.3826 
2786  22.1394  24.4225 
2787  22.1397  24.4614 
2788  22.1390  24.4999 
2789  22.1373  24.5369 
2790  22.1346  24.5759 
2791  22.1308  24.6145 
2792  22.1263  24.6510 
2793  22.1205  24.6890 
2794  22.1140  24.7254 
2795  22.1061  24.7631 
2796  22.0972  24.8000 
2797  22.0876  24.8357 
2798  22.0767  24.8716 
2799  22.0647  24.9069 
2800  22.0518  24.9416 
2801  22.0383  24.9746 
2802  22.0228  25.0091 
2803  22.0065  25.0425 
2804  21.9899  25.0738 
2805  21.9710  25.1066 
2806  21.9514  25.1382 
2807  21.9312  25.1684 
2808  21.9094  25.1988 
2809  21.8868  25.2282 
2810  21.8636  25.2567 
2811  21.8390  25.2851 
2812  21.8141  25.3123 
2813  21.7876  25.3396 
2814  21.7607  25.3658 
2815  21.7327  25.3917 
2816  21.7040  25.4168 
2817  21.6746  25.4412 
2818  21.6448  25.4648 
2819  21.6137  25.4883 
2820  21.5822  25.5108 
2821  21.5504  25.5325 
2822  21.5172  25.5541 
2823  21.4839  25.5747 
2824  21.4497  25.5948 
2825  21.4153  25.6141 
2826  21.3805  25.6327 
2827  21.3445  25.6510 
2828  21.3087  25.6683 
2829  21.2720  25.6852 
2830  21.2353  25.7012 
2831  21.1978  25.7168 
2832  21.1601  25.7317 
2833  21.1219  25.7461 
2834  21.0840  25.7597 
2835  21.0446  25.7732 
2836  21.0056  25.7860 
2837  20.9660  25.7983 
2838  20.9262  25.8102 
2839  20.8860  25.8217 
2840  20.8457  25.8327 
2841  20.8050  25.8434 
2842  20.7642  25.8537 
2843  20.7229  25.8637 
2844  20.6817  25.8733 
2845  20.6399  25.8828 
2846  20.5982  25.8919 
2847  20.5563  25.9008 
2848  20.5145  25.9095 
2849  20.4721  25.9180 
2850  20.4298  25.9263 
2851  20.3874  25.9345 
2852  20.3450  25.9426 
2853  20.3025  25.9505 
2854  20.2607  25.9583 
2855  20.2177  25.9661 
2856  20.1754  25.9736 
2857  20.1319  25.9813 
2858  20.0888  25.9889 
2859  20.0461  25.9962 
2860  20.0041  26.0034 
2861  19.9610  26.0107 
2862  19.9170  26.0181 
2863  19.8740  26.0253 
2864  19.8311  26.0324 
2865  19.7888  26.0394 
2866  19.7451  26.0465 
2867  19.7024  26.0535 
2868  19.6584  26.0607 
2869  19.6148  26.0678 
2870  19.5718  26.0748 
2871  19.5294  26.0816 
2872  19.4849  26.0888 
2873  19.4417  26.0958 
2874  19.3984  26.1028 
2875  19.3549  26.1098 
2876  19.3116  26.1168 
2877  19.2682  26.1238 
2878  19.2249  26.1308 
2879  19.1818  26.1378 
2880  19.1381  26.1449 
2881  19.0948  26.1520 
2882  19.0511  26.1591 
2883  19.0077  26.1662 
2884  18.9644  26.1733 
2885  18.9212  26.1805 
2886  18.8777  26.1876 
2887  18.8345  26.1948 
2888  18.7909  26.2021 
2889  18.7485  26.2092 
2890  18.7056  26.2164 
2891  18.6604  26.2240 
2892  18.6172  26.2313 
2893  18.5750  26.2385 
2894  18.5321  26.2458 
2895  18.4877  26.2535 
2896  18.4448  26.2609 
2897  18.4003  26.2686 
2898  18.3564  26.2763 
2899  18.3130  26.2841 
2900  18.2704  26.2918 
2901  18.2285  26.2995 
2902  18.1847  26.3076 
2903  18.1403  26.3158 
2904  18.0975  26.3238 
2905  18.0528  26.3322 
2906  18.0096  26.3403 
2907  17.9672  26.3483 
2908  17.9244  26.3563 
2909  17.8795  26.3649 
2910  17.8370  26.3729 
2911  17.7939  26.3812 
2912  17.7502  26.3895 
2913  17.7075  26.3977 
2914  17.6633  26.4062 
2915  17.6197  26.4146 
2916  17.5765  26.4230 
2917  17.5335  26.4312 
2918  17.4915  26.4394 
2919  17.4485  26.4477 
