SS-1 Robot Pose 
ID   x        y      
4771   9.3873  31.7688 
4772   9.3448  31.7520 
4773   9.3037  31.7359 
4774   9.2634  31.7204 
4775   9.2208  31.7043 
4776   9.1784  31.6884 
4777   9.1375  31.6734 
4778   9.0954  31.6580 
4779   9.0536  31.6430 
4780   9.0116  31.6282 
4781   8.9703  31.6138 
4782   8.9281  31.5992 
4783   8.8863  31.5849 
4784   8.8441  31.5708 
4785   8.8023  31.5570 
4786   8.7600  31.5431 
4787   8.7178  31.5295 
4788   8.6757  31.5160 
4789   8.6337  31.5028 
4790   8.5925  31.4899 
4791   8.5515  31.4773 
4792   8.5077  31.4639 
4793   8.4648  31.4510 
4794   8.4225  31.4383 
4795   8.3802  31.4258 
4796   8.3379  31.4134 
4797   8.2961  31.4013 
4798   8.2534  31.3890 
4799   8.2111  31.3768 
4800   8.1687  31.3648 
4801   8.1263  31.3528 
4802   8.0844  31.3411 
4803   8.0416  31.3291 
4804   7.9990  31.3173 
4805   7.9566  31.3057 
4806   7.9152  31.2944 
4807   7.8734  31.2830 
4808   7.8292  31.2710 
4809   7.7864  31.2594 
4810   7.7439  31.2479 
4811   7.7014  31.2364 
4812   7.6589  31.2249 
4813   7.6165  31.2135 
4814   7.5739  31.2020 
4815   7.5314  31.1907 
4816   7.4899  31.1796 
4817   7.4468  31.1681 
4818   7.4039  31.1567 
4819   7.3616  31.1455 
4820   7.3198  31.1345 
4821   7.2765  31.1231 
4822   7.2340  31.1119 
4823   7.1916  31.1008 
4824   7.1491  31.0897 
4825   7.1066  31.0788 
4826   7.0642  31.0679 
4827   7.0219  31.0571 
4828   6.9793  31.0462 
4829   6.9373  31.0356 
4830   6.8945  31.0249 
4831   6.8520  31.0143 
4832   6.8096  31.0038 
4833   6.7671  30.9933 
4834   6.7247  30.9829 
4835   6.6822  30.9727 
4836   6.6398  30.9624 
4837   6.5973  30.9523 
4838   6.5548  30.9423 
4839   6.5125  30.9323 
4840   6.4698  30.9224 
4841   6.4274  30.9126 
4842   6.3846  30.9027 
4843   6.3420  30.8929 
4844   6.2994  30.8831 
4845   6.2575  30.8736 
4846   6.2140  30.8639 
4847   6.1713  30.8544 
4848   6.1284  30.8450 
4849   6.0855  30.8355 
4850   6.0424  30.8260 
4851   5.9994  30.8165 
4852   5.9567  30.8072 
4853   5.9132  30.7976 
4854   5.8700  30.7882 
4855   5.8269  30.7787 
4856   5.7840  30.7694 
4857   5.7420  30.7602 
4858   5.6984  30.7507 
4859   5.6543  30.7411 
4860   5.6111  30.7318 
4861   5.5679  30.7224 
4862   5.5247  30.7130 
4863   5.4815  30.7037 
4864   5.4383  30.6944 
4865   5.3951  30.6852 
4866   5.3519  30.6759 
4867   5.3087  30.6667 
4868   5.2657  30.6575 
4869   5.2230  30.6484 
4870   5.1791  30.6392 
4871   5.1362  30.6303 
4872   5.0927  30.6213 
4873   5.0498  30.6125 
4874   5.0061  30.6036 
4875   4.9629  30.5948 
4876   4.9195  30.5861 
4877   4.8762  30.5774 
4878   4.8329  30.5689 
4879   4.7900  30.5604 
4880   4.7480  30.5523 
4881   4.7053  30.5440 
4882   4.6617  30.5356 
4883   4.6191  30.5277 
4884   4.5731  30.5192 
4885   4.5304  30.5113 
4886   4.4877  30.5035 
4887   4.4432  30.4955 
4888   4.4008  30.4880 
4889   4.3584  30.4805 
4890   4.3132  30.4726 
4891   4.2699  30.4652 
4892   4.2266  30.4578 
4893   4.1833  30.4505 
4894   4.1400  30.4432 
4895   4.0966  30.4361 
4896   4.0539  30.4291 
4897   4.0122  30.4223 
4898   3.9688  30.4152 
4899   3.9235  30.4080 
4900   3.8800  30.4012 
4901   3.8368  30.3944 
4902   3.7936  30.3877 
4903   3.7506  30.3811 
4904   3.7074  30.3745 
4905   3.6643  30.3680 
4906   3.6202  30.3615 
4907   3.5769  30.3550 
4908   3.5327  30.3485 
4909   3.4894  30.3422 
4910   3.4454  30.3358 
4911   3.4022  30.3295 
4912   3.3599  30.3236 
4913   3.3164  30.3176 
4914   3.2726  30.3116 
4915   3.2291  30.3057 
4916   3.1852  30.2998 
4917   3.1430  30.2941 
4918   3.0992  30.2883 
4919   3.0545  30.2825 
4920   3.0111  30.2770 
4921   2.9688  30.2718 
4922   2.9249  30.2665 
4923   2.8802  30.2611 
4924   2.8373  30.2561 
4925   2.7952  30.2512 
4926   2.7510  30.2462 
4927   2.7062  30.2413 
4928   2.6626  30.2367 
4929   2.6198  30.2322 
4930   2.5760  30.2278 
4931   2.5320  30.2234 
4932   2.4887  30.2192 
4933   2.4463  30.2153 
4934   2.4026  30.2115 
4935   2.3580  30.2077 
4936   2.3147  30.2042 
4937   2.2709  30.2009 
4938   2.2270  30.1977 
4939   2.1843  30.1949 
4940   2.1402  30.1921 
4941   2.0968  30.1896 
4942   2.0527  30.1874 
4943   2.0087  30.1853 
4944   1.9649  30.1836 
4945   1.9216  30.1821 
4946   1.8777  30.1808 
4947   1.8337  30.1798 
4948   1.7899  30.1791 
4949   1.7482  30.1787 
4950   1.7038  30.1786 
4951   1.6603  30.1787 
4952   1.6157  30.1793 
4953   1.5726  30.1801 
4954   1.5276  30.1813 
4955   1.4830  30.1829 
4956   1.4391  30.1848 
4957   1.3959  30.1871 
4958   1.3514  30.1899 
4959   1.3071  30.1930 
4960   1.2631  30.1966 
4961   1.2196  30.2006 
4962   1.1751  30.2052 
4963   1.1309  30.2102 
4964   1.0869  30.2157 
4965   1.0426  30.2217 
4966   0.9986  30.2282 
4967   0.9543  30.2353 
4968   0.9101  30.2429 
4969   0.8658  30.2511 
4970   0.8215  30.2599 
4971   0.7772  30.2694 
4972   0.7341  30.2791 
4973   0.6889  30.2900 
4974   0.6442  30.3013 
4975   0.5998  30.3133 
4976   0.5555  30.3259 
4977   0.5124  30.3389 
4978   0.4669  30.3532 
4979   0.4222  30.3680 
4980   0.3780  30.3833 
4981   0.3337  30.3994 
4982   0.2927  30.4162 
4983   0.2521  30.4336 
4984   0.2119  30.4518 
4985   0.1720  30.4706 
4986   0.1329  30.4901 
4987   0.0938  30.5103 
4988   0.0549  30.5314 
4989   0.0169  30.5530 
4990  -0.0210  30.5755 
4991  -0.0581  30.5986 
4992  -0.0949  30.6225 
4993  -0.1311  30.6471 
4994  -0.1665  30.6722 
4995  -0.2017  30.6984 
4996  -0.2361  30.7251 
4997  -0.2700  30.7527 
4998  -0.3032  30.7809 
4999  -0.3358  30.8098 
5000  -0.3676  30.8394 
5001  -0.3988  30.8697 
5002  -0.4295  30.9008 
5003  -0.4593  30.9324 
5004  -0.4888  30.9649 
5005  -0.5173  30.9977 
5006  -0.5453  31.0314 
5007  -0.5726  31.0656 
5008  -0.5991  31.1003 
5009  -0.6250  31.1356 
5010  -0.6501  31.1712 
5011  -0.6744  31.2073 
5012  -0.6985  31.2446 
5013  -0.7216  31.2819 
5014  -0.7439  31.3196 
5015  -0.7654  31.3576 
5016  -0.7865  31.3965 
5017  -0.8066  31.4352 
5018  -0.8257  31.4739 
5019  -0.8446  31.5140 
5020  -0.8628  31.5545 
5021  -0.8799  31.5944 
5022  -0.8967  31.6357 
5023  -0.9124  31.6763 
5024  -0.9277  31.7180 
5025  -0.9422  31.7596 
5026  -0.9560  31.8012 
5027  -0.9691  31.8428 
5028  -0.9818  31.8855 
5029  -0.9939  31.9280 
5030  -1.0054  31.9706 
5031  -1.0163  32.0133 
5032  -1.0267  32.0559 
5033  -1.0368  32.0993 
5034  -1.0462  32.1422 
5035  -1.0554  32.1862 
5036  -1.0640  32.2292 
5037  -1.0721  32.2713 
5038  -1.0803  32.3165 
5039  -1.0879  32.3608 
5040  -1.0951  32.4037 
5041  -1.1019  32.4470 
5042  -1.1088  32.4922 
5043  -1.1152  32.5355 
5044  -1.1215  32.5804 
5045  -1.1274  32.6238 
5046  -1.1333  32.6689 
5047  -1.1390  32.7130 
5048  -1.1444  32.7566 
5049  -1.1496  32.8001 
5050  -1.1547  32.8447 
5051  -1.1595  32.8874 
5052  -1.1643  32.9310 
5053  -1.1690  32.9766 
5054  -1.1735  33.0206 
5055  -1.1779  33.0644 
5056  -1.1821  33.1080 
5057  -1.1861  33.1514 
5058  -1.1901  33.1955 
5059  -1.1940  33.2390 
5060  -1.1977  33.2830 
5061  -1.2013  33.3258 
5062  -1.2048  33.3678 
5063  -1.2083  33.4116 
5064  -1.2119  33.4572 
5065  -1.2151  33.4993 
5066  -1.2183  33.5419 
5067  -1.2216  33.5873 
5068  -1.2248  33.6305 
5069  -1.2279  33.6732 
5070  -1.2311  33.7162 
5071  -1.2344  33.7596 
5072  -1.2377  33.8015 
5073  -1.2412  33.8445 
5074  -1.2450  33.8887 
5075  -1.2490  33.9309 
5076  -1.2534  33.9735 
5077  -1.2584  34.0165 
5078  -1.2638  34.0581 
5079  -1.2696  34.0983 
5080  -1.2761  34.1384 
5081  -1.2832  34.1785 
5082  -1.2908  34.2169 
5083  -1.2990  34.2542 
5084  -1.3084  34.2926 
5085  -1.3189  34.3312 
5086  -1.3297  34.3672 
5087  -1.3417  34.4031 
5088  -1.3549  34.4389 
5089  -1.3688  34.4731 
5090  -1.3839  34.5065 
5091  -1.3998  34.5386 
5092  -1.4171  34.5704 
5093  -1.4356  34.6013 
5094  -1.4552  34.6315 
5095  -1.4758  34.6606 
5096  -1.4975  34.6891 
5097  -1.5203  34.7170 
5098  -1.5436  34.7435 
5099  -1.5681  34.7696 
5100  -1.5937  34.7951 
5101  -1.6199  34.8197 
5102  -1.6462  34.8428 
5103  -1.6742  34.8661 
5104  -1.7033  34.8890 
5105  -1.7321  34.9103 
5106  -1.7625  34.9315 
5107  -1.7931  34.9517 
5108  -1.8236  34.9708 
5109  -1.8562  34.9902 
5110  -1.8900  35.0091 
5111  -1.9236  35.0270 
5112  -1.9576  35.0441 
5113  -1.9920  35.0604 
5114  -2.0274  35.0762 
5115  -2.0633  35.0914 
5116  -2.0991  35.1058 
5117  -2.1362  35.1198 
5118  -2.1729  35.1329 
5119  -2.2112  35.1458 
5120  -2.2497  35.1580 
5121  -2.2884  35.1696 
5122  -2.3268  35.1805 
5123  -2.3665  35.1911 
5124  -2.4059  35.2010 
5125  -2.4468  35.2108 
5126  -2.4877  35.2201 
5127  -2.5286  35.2288 
5128  -2.5697  35.2371 
5129  -2.6111  35.2450 
5130  -2.6520  35.2525 
5131  -2.6944  35.2598 
5132  -2.7362  35.2666 
5133  -2.7774  35.2731 
5134  -2.8206  35.2795 
5135  -2.8637  35.2857 
5136  -2.9061  35.2916 
5137  -2.9479  35.2971 
5138  -2.9915  35.3026 
5139  -3.0345  35.3080 
5140  -3.0768  35.3130 
5141  -3.1201  35.3181 
5142  -3.1629  35.3229 
5143  -3.2060  35.3275 
5144  -3.2489  35.3320 
5145  -3.2919  35.3363 
5146  -3.3350  35.3406 
5147  -3.3780  35.3447 
5148  -3.4208  35.3486 
5149  -3.4640  35.3525 
5150  -3.5067  35.3562 
5151  -3.5502  35.3598 
5152  -3.5933  35.3633 
5153  -3.6362  35.3666 
5154  -3.6795  35.3699 
5155  -3.7227  35.3730 
5156  -3.7649  35.3760 
5157  -3.8089  35.3791 
5158  -3.8521  35.3819 
5159  -3.8947  35.3847 
5160  -3.9380  35.3874 
5161  -3.9815  35.3901 
5162  -4.0247  35.3927 
5163  -4.0675  35.3952 
5164  -4.1109  35.3976 
5165  -4.1538  35.3999 
5166  -4.1973  35.4022 
5167  -4.2405  35.4045 
5168  -4.2837  35.4067 
5169  -4.3269  35.4088 
5170  -4.3701  35.4109 
5171  -4.4132  35.4129 
5172  -4.4567  35.4149 
5173  -4.5000  35.4168 
5174  -4.5433  35.4187 
5175  -4.5863  35.4206 
5176  -4.6300  35.4224 
5177  -4.6734  35.4241 
5178  -4.7167  35.4258 
5179  -4.7601  35.4274 
5180  -4.8025  35.4290 
5181  -4.8464  35.4306 
5182  -4.8905  35.4323 
5183  -4.9340  35.4338 
5184  -4.9774  35.4354 
5185  -5.0209  35.4370 
5186  -5.0644  35.4385 
5187  -5.1078  35.4400 
5188  -5.1507  35.4415 
5189  -5.1950  35.4430 
5190  -5.2386  35.4445 
5191  -5.2822  35.4460 
5192  -5.3254  35.4475 
5193  -5.3681  35.4489 
5194  -5.4130  35.4504 
5195  -5.4567  35.4519 
5196  -5.5004  35.4533 
5197  -5.5440  35.4547 
5198  -5.5877  35.4562 
5199  -5.6312  35.4576 
5200  -5.6741  35.4590 
5201  -5.7169  35.4604 
5202  -5.7616  35.4619 
5203  -5.8062  35.4633 
5204  -5.8496  35.4647 
5205  -5.8926  35.4661 
5206  -5.9367  35.4675 
5207  -5.9800  35.4689 
5208  -6.0246  35.4704 
5209  -6.0676  35.4717 
5210  -6.1116  35.4731 
5211  -6.1552  35.4746 
5212  -6.1999  35.4760 
5213  -6.2437  35.4774 
5214  -6.2873  35.4788 
5215  -6.3309  35.4802 
5216  -6.3751  35.4816 
5217  -6.4190  35.4830 
5218  -6.4623  35.4845 
5219  -6.5057  35.4859 
5220  -6.5504  35.4873 
5221  -6.5943  35.4888 
5222  -6.6382  35.4902 
5223  -6.6816  35.4917 
5224  -6.7247  35.4931 
5225  -6.7693  35.4947 
5226  -6.8136  35.4962 
5227  -6.8574  35.4978 
5228  -6.9017  35.4995 
5229  -6.9456  35.5013 
5230  -6.9896  35.5036 
5231  -7.0325  35.5066 
5232  -7.0759  35.5100 
5233  -7.1214  35.5136 
5234  -7.1644  35.5171 
5235  -7.2078  35.5209 
5236  -7.2521  35.5249 
5237  -7.2964  35.5292 
5238  -7.3417  35.5337 
5239  -7.3847  35.5382 
5240  -7.4291  35.5429 
5241  -7.4735  35.5480 
5242  -7.5176  35.5532 
5243  -7.5622  35.5586 
5244  -7.6062  35.5641 
5245  -7.6504  35.5699 
5246  -7.6945  35.5759 
5247  -7.7398  35.5822 
5248  -7.7842  35.5887 
5249  -7.8280  35.5952 
5250  -7.8723  35.6020 
5251  -7.9166  35.6091 
5252  -7.9610  35.6163 
5253  -8.0061  35.6239 
5254  -8.0505  35.6316 
5255  -8.0941  35.6394 
5256  -8.1387  35.6476 
5257  -8.1833  35.6560 
5258  -8.2279  35.6647 
5259  -8.2725  35.6737 
5260  -8.3172  35.6831 
5261  -8.3623  35.6929 
5262  -8.4069  35.7029 
5263  -8.4501  35.7130 
5264  -8.4952  35.7239 
5265  -8.5405  35.7354 
5266  -8.5850  35.7471 
5267  -8.6288  35.7594 
5268  -8.6714  35.7722 
5269  -8.7131  35.7852 
5270  -8.7555  35.7990 
5271  -8.7981  35.8136 
5272  -8.8397  35.8284 
5273  -8.8815  35.8441 
5274  -8.9230  35.8604 
5275  -8.9632  35.8770 
5276  -9.0046  35.8948 
5277  -9.0452  35.9132 
5278  -9.0857  35.9324 
5279  -9.1252  35.9521 
5280  -9.1650  35.9729 
5281  -9.2042  35.9944 
5282  -9.2405  36.0154 
5283  -9.2791  36.0389 
5284  -9.3162  36.0628 
5285  -9.3521  36.0872 
5286  -9.3869  36.1122 
5287  -9.4195  36.1372 
5288  -9.4523  36.1639 
5289  -9.4835  36.1912 
5290  -9.5130  36.2188 
5291  -9.5409  36.2471 
5292  -9.5672  36.2760 
5293  -9.5915  36.3051 
5294  -9.6144  36.3355 
5295  -9.6351  36.3660 
5296  -9.6539  36.3974 
5297  -9.6705  36.4292 
5298  -9.6846  36.4607 
5299  -9.6968  36.4941 
5300  -9.7065  36.5275 
5301  -9.7135  36.5611 
5302  -9.7180  36.5953 
5303  -9.7199  36.6296 
5304  -9.7194  36.6645 
5305  -9.7164  36.6994 
5306  -9.7113  36.7339 
5307  -9.7036  36.7694 
5308  -9.6939  36.8042 
5309  -9.6823  36.8384 
5310  -9.6682  36.8737 
5311  -9.6524  36.9079 
5312  -9.6344  36.9426 
5313  -9.6147  36.9768 
5314  -9.5934  37.0103 
5315  -9.5704  37.0435 
5316  -9.5458  37.0758 
5317  -9.5197  37.1076 
5318  -9.4924  37.1385 
5319  -9.4636  37.1689 
5320  -9.4336  37.1984 
5321  -9.4025  37.2270 
5322  -9.3704  37.2548 
5323  -9.3376  37.2813 
5324  -9.3035  37.3073 
5325  -9.2688  37.3320 
5326  -9.2334  37.3556 
5327  -9.1975  37.3782 
5328  -9.1605  37.4001 
5329  -9.1232  37.4208 
5330  -9.0853  37.4407 
5331  -9.0468  37.4598 
5332  -9.0078  37.4780 
5333  -8.9684  37.4954 
5334  -8.9284  37.5121 
5335  -8.8880  37.5281 
5336  -8.8473  37.5433 
5337  -8.8061  37.5579 
5338  -8.7648  37.5719 
5339  -8.7228  37.5853 
5340  -8.6808  37.5981 
5341  -8.6384  37.6103 
5342  -8.5961  37.6220 
5343  -8.5536  37.6331 
5344  -8.5101  37.6440 
5345  -8.4676  37.6542 
5346  -8.4237  37.6643 
5347  -8.3809  37.6737 
5348  -8.3370  37.6830 
5349  -8.2936  37.6918 
5350  -8.2501  37.7003 
5351  -8.2067  37.7084 
5352  -8.1641  37.7161 
5353  -8.1196  37.7238 
5354  -8.0756  37.7311 
5355  -8.0321  37.7381 
5356  -7.9881  37.7448 
5357  -7.9444  37.7513 
5358  -7.9013  37.7574 
5359  -7.8579  37.7633 
5360  -7.8133  37.7691 
5361  -7.7691  37.7746 
5362  -7.7259  37.7799 
5363  -7.6810  37.7850 
5364  -7.6369  37.7899 
5365  -7.5930  37.7946 
5366  -7.5490  37.7992 
5367  -7.5051  37.8035 
5368  -7.4609  37.8078 
5369  -7.4169  37.8119 
5370  -7.3729  37.8158 
5371  -7.3289  37.8196 
5372  -7.2854  37.8232 
5373  -7.2420  37.8267 
5374  -7.1967  37.8302 
5375  -7.1528  37.8336 
5376  -7.1087  37.8368 
5377  -7.0649  37.8399 
5378  -7.0206  37.8428 
5379  -6.9772  37.8457 
5380  -6.9339  37.8484 
5381  -6.8887  37.8510 
5382  -6.8442  37.8536 
5383  -6.8002  37.8559 
5384  -6.7561  37.8581 
5385  -6.7120  37.8602 
5386  -6.6680  37.8621 
5387  -6.6247  37.8640 
5388  -6.5814  37.8657 
5389  -6.5358  37.8673 
5390  -6.4922  37.8687 
5391  -6.4493  37.8700 
5392  -6.4053  37.8712 
5393  -6.3606  37.8722 
5394  -6.3168  37.8731 
5395  -6.2716  37.8739 
5396  -6.2278  37.8745 
5397  -6.1839  37.8750 
5398  -6.1398  37.8754 
5399  -6.0968  37.8757 
5400  -6.0530  37.8758 
5401  -6.0077  37.8757 
5402  -5.9635  37.8756 
5403  -5.9208  37.8754 
5404  -5.8776  37.8751 
5405  -5.8319  37.8747 
5406  -5.7873  37.8741 
5407  -5.7433  37.8734 
5408  -5.6992  37.8727 
5409  -5.6560  37.8719 
5410  -5.6136  37.8710 
5411  -5.5693  37.8700 
5412  -5.5234  37.8688 
5413  -5.4794  37.8676 
5414  -5.4354  37.8664 
5415  -5.3916  37.8650 
5416  -5.3474  37.8635 
5417  -5.3026  37.8620 
5418  -5.2599  37.8604 
5419  -5.2157  37.8588 
5420  -5.1704  37.8570 
5421  -5.1264  37.8551 
5422  -5.0831  37.8532 
5423  -5.0388  37.8513 
5424  -4.9941  37.8492 
5425  -4.9500  37.8471 
5426  -4.9066  37.8449 
5427  -4.8623  37.8425 
5428  -4.8177  37.8400 
5429  -4.7756  37.8375 
5430  -4.7318  37.8349 
5431  -4.6876  37.8321 
5432  -4.6424  37.8292 
5433  -4.5983  37.8263 
5434  -4.5537  37.8231 
5435  -4.5093  37.8198 
5436  -4.4649  37.8165 
5437  -4.4205  37.8130 
5438  -4.3763  37.8094 
5439  -4.3324  37.8058 
5440  -4.2881  37.8019 
5441  -4.2439  37.7979 
5442  -4.2005  37.7938 
5443  -4.1559  37.7895 
5444  -4.1118  37.7850 
5445  -4.0673  37.7803 
5446  -4.0229  37.7754 
5447  -3.9786  37.7704 
5448  -3.9353  37.7651 
5449  -3.8905  37.7595 
5450  -3.8468  37.7538 
5451  -3.8018  37.7476 
5452  -3.7582  37.7413 
5453  -3.7150  37.7348 
5454  -3.6690  37.7275 
5455  -3.6239  37.7201 
5456  -3.5800  37.7124 
5457  -3.5355  37.7043 
5458  -3.4917  37.6960 
5459  -3.4467  37.6870 
5460  -3.4032  37.6779 
5461  -3.3586  37.6679 
5462  -3.3152  37.6577 
5463  -3.2721  37.6470 
5464  -3.2291  37.6359 
5465  -3.1874  37.6245 
5466  -3.1439  37.6122 
5467  -3.1008  37.5994 
5468  -3.0585  37.5861 
5469  -3.0164  37.5722 
5470  -2.9748  37.5578 
5471  -2.9340  37.5429 
5472  -2.8938  37.5275 
5473  -2.8525  37.5108 
5474  -2.8114  37.4932 
5475  -2.7716  37.4753 
5476  -2.7337  37.4572 
5477  -2.6949  37.4377 
5478  -2.6562  37.4171 
5479  -2.6198  37.3965 
5480  -2.5828  37.3744 
5481  -2.5468  37.3516 
5482  -2.5116  37.3278 
5483  -2.4777  37.3036 
5484  -2.4450  37.2786 
5485  -2.4120  37.2518 
5486  -2.3804  37.2244 
5487  -2.3501  37.1962 
5488  -2.3205  37.1668 
5489  -2.2924  37.1369 
5490  -2.2648  37.1054 
5491  -2.2384  37.0733 
5492  -2.2129  37.0405 
5493  -2.1884  37.0068 
5494  -2.1647  36.9722 
5495  -2.1419  36.9370 
5496  -2.1197  36.9010 
5497  -2.0985  36.8645 
5498  -2.0779  36.8272 
5499  -2.0580  36.7894 
5500  -2.0388  36.7511 
5501  -2.0202  36.7123 
5502  -2.0022  36.6731 
5503  -1.9847  36.6334 
5504  -1.9677  36.5934 
5505  -1.9513  36.5533 
5506  -1.9353  36.5127 
5507  -1.9195  36.4717 
5508  -1.9041  36.4306 
5509  -1.8892  36.3895 
5510  -1.8746  36.3487 
5511  -1.8602  36.3076 
5512  -1.8457  36.2655 
5513  -1.8316  36.2241 
5514  -1.8178  36.1831 
5515  -1.8040  36.1421 
5516  -1.7901  36.1001 
5517  -1.7763  36.0583 
5518  -1.7628  36.0170 
5519  -1.7493  35.9753 
5520  -1.7359  35.9340 
5521  -1.7225  35.8926 
5522  -1.7092  35.8513 
5523  -1.6959  35.8101 
5524  -1.6827  35.7692 
5525  -1.6699  35.7293 
5526  -1.6563  35.6873 
5527  -1.6429  35.6459 
5528  -1.6299  35.6057 
5529  -1.6161  35.5635 
5530  -1.6027  35.5224 
5531  -1.5892  35.4815 
5532  -1.5757  35.4407 
5533  -1.5619  35.3994 
5534  -1.5482  35.3584 
5535  -1.5343  35.3171 
5536  -1.5204  35.2760 
5537  -1.5064  35.2350 
5538  -1.4923  35.1941 
5539  -1.4783  35.1535 
5540  -1.4638  35.1117 
5541  -1.4497  35.0714 
5542  -1.4354  35.0305 
5543  -1.4206  34.9883 
5544  -1.4062  34.9475 
5545  -1.3913  34.9055 
5546  -1.3766  34.8640 
5547  -1.3620  34.8229 
5548  -1.3471  34.7812 
5549  -1.3326  34.7409 
5550  -1.3179  34.6998 
5551  -1.3026  34.6571 
5552  -1.2875  34.6151 
5553  -1.2728  34.5742 
5554  -1.2580  34.5330 
5555  -1.2426  34.4904 
5556  -1.2276  34.4487 
5557  -1.2126  34.4072 
5558  -1.1975  34.3653 
5559  -1.1826  34.3237 
5560  -1.1676  34.2817 
5561  -1.1533  34.2399 
5562  -1.1398  34.1980 
5563  -1.1267  34.1567 
5564  -1.1139  34.1150 
5565  -1.1012  34.0727 
5566  -1.0891  34.0310 
5567  -1.0772  33.9887 
5568  -1.0658  33.9464 
5569  -1.0546  33.9033 
5570  -1.0442  33.8610 
5571  -1.0346  33.8196 
5572  -1.0254  33.7778 
5573  -1.0167  33.7354 
5574  -1.0084  33.6922 
5575  -1.0007  33.6481 
5576  -0.9940  33.6052 
5577  -0.9879  33.5619 
5578  -0.9827  33.5187 
5579  -0.9782  33.4751 
5580  -0.9747  33.4317 
5581  -0.9720  33.3882 
5582  -0.9702  33.3459 
5583  -0.9694  33.3025 
5584  -0.9695  33.2573 
5585  -0.9706  33.2130 
5586  -0.9728  33.1691 
5587  -0.9759  33.1251 
5588  -0.9801  33.0816 
5589  -0.9854  33.0373 
5590  -0.9917  32.9934 
5591  -0.9992  32.9492 
5592  -1.0080  32.9046 
5593  -1.0177  32.8609 
5594  -1.0283  32.8194 
5595  -1.0404  32.7783 
5596  -1.0538  32.7373 
5597  -1.0682  32.6973 
5598  -1.0838  32.6578 
5599  -1.1006  32.6190 
5600  -1.1186  32.5807 
5601  -1.1378  32.5432 
5602  -1.1582  32.5063 
5603  -1.1798  32.4702 
5604  -1.2024  32.4350 
5605  -1.2264  32.4005 
5606  -1.2508  32.3677 
5607  -1.2772  32.3344 
5608  -1.3054  32.3012 
5609  -1.3335  32.2699 
5610  -1.3632  32.2387 
5611  -1.3934  32.2086 
5612  -1.4249  32.1789 
5613  -1.4571  32.1498 
5614  -1.4900  32.1216 
5615  -1.5233  32.0942 
5616  -1.5578  32.0670 
5617  -1.5924  32.0407 
5618  -1.6268  32.0157 
5619  -1.6640  31.9895 
5620  -1.7012  31.9643 
5621  -1.7381  31.9400 
5622  -1.7758  31.9161 
5623  -1.8138  31.8926 
5624  -1.8521  31.8697 
5625  -1.8906  31.8471 
5626  -1.9294  31.8250 
5627  -1.9673  31.8040 
5628  -2.0073  31.7822 
5629  -2.0459  31.7616 
5630  -2.0862  31.7405 
5631  -2.1258  31.7202 
5632  -2.1658  31.7002 
5633  -2.2057  31.6805 
5634  -2.2449  31.6616 
5635  -2.2857  31.6423 
5636  -2.3253  31.6238 
5637  -2.3662  31.6051 
5638  -2.4066  31.5870 
5639  -2.4463  31.5695 
5640  -2.4877  31.5515 
5641  -2.5280  31.5343 
5642  -2.5692  31.5170 
5643  -2.6096  31.5003 
5644  -2.6511  31.4834 
5645  -2.6914  31.4673 
5646  -2.7331  31.4507 
5647  -2.7743  31.4346 
5648  -2.8155  31.4188 
5649  -2.8568  31.4031 
5650  -2.8980  31.3876 
5651  -2.9393  31.3723 
5652  -2.9807  31.3571 
5653  -3.0221  31.3420 
5654  -3.0636  31.3272 
5655  -3.1050  31.3125 
5656  -3.1467  31.2978 
5657  -3.1883  31.2834 
5658  -3.2300  31.2692 
5659  -3.2716  31.2552 
5660  -3.3132  31.2413 
5661  -3.3550  31.2275 
5662  -3.3967  31.2139 
5663  -3.4387  31.2004 
5664  -3.4805  31.1872 
5665  -3.5225  31.1740 
5666  -3.5646  31.1610 
5667  -3.6065  31.1482 
5668  -3.6487  31.1354 
5669  -3.6908  31.1230 
5670  -3.7330  31.1106 
5671  -3.7750  31.0985 
5672  -3.8171  31.0865 
5673  -3.8597  31.0746 
5674  -3.9024  31.0628 
5675  -3.9447  31.0513 
5676  -3.9874  31.0398 
5677  -4.0298  31.0287 
5678  -4.0726  31.0175 
5679  -4.1152  31.0066 
5680  -4.1579  30.9958 
5681  -4.2006  30.9852 
5682  -4.2429  30.9748 
5683  -4.2862  30.9644 
5684  -4.3284  30.9544 
5685  -4.3718  30.9443 
5686  -4.4150  30.9343 
5687  -4.4577  30.9245 
5688  -4.5009  30.9149 
5689  -4.5432  30.9056 
5690  -4.5871  30.8960 
5691  -4.6296  30.8868 
5692  -4.6722  30.8779 
5693  -4.7157  30.8688 
5694  -4.7595  30.8598 
5695  -4.8017  30.8512 
5696  -4.8444  30.8427 
5697  -4.8890  30.8340 
5698  -4.9328  30.8255 
5699  -4.9760  30.8172 
5700  -5.0190  30.8092 
5701  -5.0630  30.8010 
5702  -5.1058  30.7931 
5703  -5.1487  30.7853 
5704  -5.1928  30.7775 
5705  -5.2366  30.7698 
5706  -5.2797  30.7624 
5707  -5.3235  30.7549 
5708  -5.3664  30.7476 
5709  -5.4106  30.7403 
5710  -5.4536  30.7333 
5711  -5.4978  30.7261 
5712  -5.5407  30.7193 
5713  -5.5847  30.7124 
5714  -5.6280  30.7057 
5715  -5.6728  30.6989 
5716  -5.7163  30.6924 
